word	freq_rank	proficiency	pos
iowa	28383		prop
meer	28386		s
kabel	28389	B2	s
romantiliselt	28395		adv
uskumine	28410		s
tõendusmaterjal	28416		s
malaaria	28419		s
peopesa	28420	B2	s
abt	28423		s
hageja	28427		s
barbar	28438		s
kättemaksuhimuline	28440		adj
rebend	28457		s
metssiga	28459	B1	s
kostus	28461		s
kõrvaldamine	28462		s
kehtiv	28465	B1	adj
mõtteviis	28481	B2	s
tsikkel	28486	B2	s
siirdamine	28487		s
põis	28504	B2	s
luuüdi	28512		s
umbkaudu	28513		adv
priima	28521		adj
senna	28523		s
poolne	28526		adj
plasma	28527		s
käekell	28530		s
detailselt	28531	B2	adv
pann	28532	A2	s
rull	28534	B2	s
kogudus	28541	B2	s
laadimine	28544		s
pale	28548	C1	s
koolitus	28550	B1	s
transvestiit	28558		s
verist	28560		s
süüdistamine	28568		s
prefekt	28571	B2	s
söömaaeg	28579		s
komando	28581	B2	s
poeesia	28586		s
armutu	28587		adj
hulljulge	28590		adj,s
kiud	28593		s
jõusaal	28596	B1	s
planeerimine	28601		s
koola	28618		s
skandinaavia	28619		prop
pakku	28620		adv
töökaaslane	28628	B1	s
tulev	28629		adj,s
üleandmine	28644		s
igapäevaselt	28650	B2	adv
lahkem	28653		adj
otsekoheselt	28655		adv
lähem	28663		adj
uhutud	28664		adj
hooldus	28667	B2	s
lõpetades	28669		postp,prep
söödav	28674	B2	adj,s
sobivalt	28677		adv
hiilgavalt	28684		adv
pulmakink	28685		s
õpetlane	28690	C1	s
kuuldavale	28695		adv
triip	28708	B1	s
etteotsa	28715		adv,postp
jurakas	28720		adj,s
toronto	28723		prop
maadlus	28726	B1	s
klapp	28727	B2	s
denver	28729		prop
niagara	28730		prop
puksiiri	28731		adv
nässus	28738		adv,adj
buum	28739	B2	s
invaliid	28741		s
viibima	28745	B1	v
lakkuma	28751	C1	v
relvile	28752		adv
hammustama	28755	B1	v
jõuluks	28757		
kunn	28759		s
tonn	28762	A2	s
hukas	28764		adv
mereväelane	28769		s
mast	28770	B2	s
arulage	28771		adj
ilgelt	28772		adv
näpp	28780	B2	s
boliivia	28782		prop
mutatsioon	28790		s
miin	28793	B2	s
kananahk	28796		s
päevitus	28803		s
disko	28805		s
suurendama	28808	B1	v
segaja	28818		s
võllas	28819		s
hiv	28820		
protest	28821	B1	s
võõrastemaja	28825		s
suhtuma	28826	B1	v
arvestatud	28830		adj
ärkamine	28833		s
rahvamass	28841		s
ajalt	28843		adv
ebola	28844		s
kirjeldamatu	28845		adj
yorkshire	28848		prop
vanemseersant	28853		s
brighton	28854		prop
ajuvaba	28859	C1	adj
kaheksakümmend	28865	A1	num
vasemale	28867		adv
vaieldav	28871	B2	adj
nurjunud	28874		adj
ausam	28875		adj
hukatus	28879		s
tseesar	28885		s
efektiivsem	28889		adj
opereerima	28906	B2	v
navigaator	28907		s
õitsele	28919		adv
kannatlikult	28920		adv
binokkel	28924	B2	s
espresso	28926		s
diktaator	28931	B2	s
kobras	28934	B2	s
arsenal	28937	B2	s
pärima	28941	B1	v
ad	28942		
söögituba	28943		s
gramm	28950	B1	s
kahepalgeline	28951		adj
nirk	28954		s
tamme	28965		prop
intuitsioon	28969	B2	s
möödaminnes	28976		adv
ogar	28977		adj,s
muffin	28981		s
ilmateade	28983	B1	s
rändaja	28985		s
püüdja	28989		s
külmus	28993		s
aaria	28994		s
režissöör	28996	A2	s
mammi	28997		s
vasikaliha	29001		s
loomaliha	29005	B1	s
dg	29006		
säilmed	29007	B2	s
arenenum	29014		adj
saga	29016		prop
kunagine	29021	B1	adj
pelgupaik	29024		s
tujurikkuja	29029		s
küsitlus	29030	B1	s
investor	29036	B2	s
pildistamine	29040		s
kombekas	29041		adj
riba	29044	B2	s
kaugemalt	29046		adv
enesehinnang	29048	B2	s
jamajutt	29053		s
sinnapoolegi	29054		adv
träni	29057		s
võlla	29060		prop
elling	29062		s
kraan	29064	A2	s
kopsupõletik	29073	B1	s
usinalt	29075	B2	adv
bong	29077		s
ristis	29078		adj,adv
ristleja	29082		s
algama	29088	A1	v
assa	29100		interj
maksuamet	29111		s
potentsiaalselt	29112	B2	adv
enigma	29116		s
lambaliha	29118		s
puuma	29123		s
maaväline	29124		adj
juriidiline	29129	B1	adj
kapuuts	29161	B1	s
ärahellitatud	29163		adj
ülesmäge	29175		adv
instruktor	29183	B2	s
mana	29189		s
ammugi	29190		adv
pikal	29196		adv
järeleandmatu	29205		adj
pakett	29215	B2	s
kamin	29217	B1	s
loogilisem	29223		adj
tennis	29224	B1	s
hades	29227		prop
seisukohalt	29231		vrm
kogema	29232	B1	v
forell	29235	A2	s
tervikuna	29240		
välisminister	29241		s
otstarve	29245	B2	s
põrm	29251	B2	s
pundi	29252		prop
lihane	29253		adj
tõmbamine	29255		s
disainer	29257	B1	s
tagi	29265		s
kogum	29267	B2	s
kuhja	29272		adv
mõtlematult	29273		adv
tumedam	29275		adj
lumepall	29276		s
kontrolltöö	29277		s
ületamine	29278		s
kolmapäeviti	29286		adv
oxford	29290		prop
närv	29302	B1	s
merejalavägi	29312		s
korpus	29315	B1	s
mulk	29317		s
õmblema	29320	B1	v
vaht	29321	B2	s
pikkpoiss	29328		s
rendiauto	29337		s
madalamalt	29343		adv
markii	29349		s
alaspidi	29351		adv
imekombel	29354	B2	adv
lahendamine	29355		s
sooda	29358		s
isetu	29360		adj
segavereline	29363		adj
pädev	29366	B2	adj
kronk	29369		interj
küsimine	29371		s
armsalt	29377		adv
ebaõiglaselt	29397		adv
turvis	29412		s
ajel	29419	C1	postp
üheksateist	29421	A1	num
diplomaatia	29422	B2	s
kotitäis	29425		s
säga	29433		s
õide	29436		adv
kapo	29448		s
statistiliselt	29449	B2	adv
kunstlik	29450	B1	adj
veekindel	29453	B2	adj,s
mõistatuslik	29459		adj
seljaaju	29463		s
prokuratuur	29464	B2	s
ebaloogiline	29471		adj
uuem	29481		adj
eeldatav	29483		adj
supermees	29489		s
rekka	29492		s
kesklinn	29495	A2	s
narkopolitsei	29496		s
pension	29499	A2	s
piiks	29504		s
kompromiss	29510	B1	s
mag	29512		
küün	29519	B2	s
andi	29521		s
liim	29524	B1	s
suitsukate	29525		s
madrid	29529		prop
lõunatama	29546		v
halo	29547		s
psüühiline	29549	B2	adj
polt	29553	B2	s
plakat	29554	B2	s
sinep	29556	A2	s
apelsin	29563	A1	s
teisejärguline	29564	C1	adj
jaolt	29567		adv
valentinipäev	29568		s
soojendus	29574	B2	s
süüde	29575		s
kistud	29581		adj
laama	29582		s
glamuurne	29583	B2	adj
lapseootel	29586		adv
tardunud	29588		
mõjuvõimas	29600		adj
rabandus	29605		s
tirima	29610	B2	v
toodang	29614	B2	s
pöörlema	29615	B2	v
raudus	29619		adj,adv
annus	29620	B1	s
suguharu	29622	B2	s
maitsekas	29624	B2	adj
võidusõitja	29626		s
koduigatsus	29629		s
trans	29631		
ilmaski	29632		adv
rokk	29633	B2	s
ares	29634		prop
rahulolematu	29635	B2	adj,s
vanatädi	29637	B2	s
peatamine	29644		s
kohtumispaik	29645		s
ükstapuha	29653		adv
vrakk	29656	B2	s
nba	29664		
pederast	29669		s
canterbury	29680		prop
sümboolne	29681	B2	adj
objektiivne	29688	B2	adj
sookoll	29693		s
rootslane	29694	A2	s
elutu	29701	B2	adj
infektsioon	29703	B2	s
sage	29705	B1	adj
ülesvoolu	29706		adv,adj
neljapäeviti	29719		adv
hopsti	29726		interj
jessuke	29728		interj
limane	29730		adj
paeluv	29732		adj
sõjajalal	29733		adv
rakmed	29739		s
jalavägi	29745		s
abort	29747	B2	s
tatikas	29752		s
maasikas	29757	A1	s
imearmas	29762		s
reeglina	29764		adv
ühtlaselt	29772	B2	adv
diskreetselt	29783		adv
tulutult	29804	B2	adv
plii	29805		s
kurg	29808	B1	s
revolutsiooniline	29812	B2	adj
vibukütt	29813		s
sebra	29817	B2	s
ühekorraga	29818	B2	adv
hüüdma	29821	B1	v
leukeemia	29825		s
rae	29826		prop
väljendus	29831	B2	s
emotsioon	29836	B1	s
ärtu	29839		s
biopsia	29851		s
asustamata	29858		adj
tühipaljas	29863		adj
tööintervjuu	29864		s
tapvalt	29868		adv
aastaaeg	29870	B1	s
salapära	29880		s
üüriraha	29881		s
mõttetult	29890	B2	adv
taastumine	29895		s
värvikas	29905	B2	adj
hulkuv	29906		adj
tong	29913		s
sihikindel	29922	B2	adj
raadiojaam	29926		s
eepiline	29928		adj
aktsepteerima	29929	B2	v
regulaarne	29931	B2	adj
rohkesti	29932	B2	adv
valeraha	29934		s
külili	29938	B2	adv
eiramine	29943		s
sorts	29951		s
segamine	29955		s
õppija	29957		s,adj
kalapüük	29958	B1	s
parempoolne	29961	B2	adj,s
maapealne	29962	B2	adj
psühhiaatria	29964		s
jooksik	29965		s
valdas	29970		s
akadeemiline	29974	B2	adj
snoob	29987		s
eestkoste	29992	C1	s
kamraad	29994		s
riitus	29996		s
kõrvaline	29997	B2	adj,s
parkimine	30005	B1	s
sõlm	30013	B1	s
eluohtlik	30019	B1	adj
dolce	30020		adv
vahtkond	30022		s
tähelepanelikum	30024		adj
suvaliselt	30029	B2	adv
leebem	30038		adj
uuelt	30040		adv
vaieldamatult	30042	B2	adv
matka	30048		prop
refleks	30049	B2	s
sinilind	30054		s
himu	30068	B2	s
kuusk	30078	A2	s
surmaaeg	30080		s
tõotus	30090		s
niru	30094	C1	adj
hobu	30097		s
wisconsin	30098		prop
saturn	30100		prop
peatamatu	30102		adj
niiväga	30103		adv
altkäemaks	30106	B2	s
apelsinimahl	30111	A2	s
kanjon	30123		s
kondor	30124		s
paranemine	30130		s
figuur	30138	B2	s
plaadifirma	30139		s
tangi	30143		adv
imetaja	30144	B2	s
päikseline	30152		adj
tehisintellekt	30154		s
tilguti	30157		s
hääletaja	30160		s
barcelona	30161		prop
kärmelt	30162		adv
maadleja	30166	B2	s
kusel	30172		vrm
sestpeale	30173		adv
pandav	30174		adj
pardon	30180		interj
pangaarve	30182	A2	s
saun	30186	A2	s
siia-sinna	30188		adv
tubakas	30203	B2	s
krokodillid	30212		s
kohene	30214	B2	adj
hirmunult	30216		adv
ronk	30217		s
ruudus	30219		vrm
kallilt	30222		adv
filmistaar	30226		s
baaridaam	30238		s
nim	30244		
südaööl	30250		adv
peavõit	30254		s
olenevalt	30258	B2	adv
pael	30261	B2	s
näljahäda	30272		s
hiiglasuur	30274		adj
ebavajalik	30283		adj
kombe	30307		s
kabiin	30313	B2	s
constantine	30319		prop
elanikkond	30321	B1	s
seepeale	30323	B2	adv
õhurünnak	30329		s
meesterahvas	30347		s
mõttekas	30350	B2	adj
raks	30351		s
kaptenleitnant	30352		s
niiskus	30357	B2	s
päikeseloojang	30359		s
keeldumine	30360		s
koguja	30362		s,adj
pingsalt	30365		adv
keemiaravi	30367		s
tala	30370		s
raadioside	30376		s
painaja	30379		s
mode	30381		
eeg	30387		
laiskvorst	30389	B2	s
sittuma	30393		v
valdus	30397	B2	s
kriminalistika	30401		s
hõõruma	30403	B2	v
täiuslikkus	30405		s
varane	30410	B1	adj
realist	30411	B2	s
jälestusväärne	30412		adj
lukustama	30416	B2	v
peidust	30418		adv,postp
jõululaupäev	30419	B2	s
kompuuter	30424		s
kalmaar	30425		s
standardne	30428	B2	adj
demo	30429		s
elamus	30431	B2	s
tipu	30432		prop
sala	30433		adv
mäger	30436	B2	s
isikutunnistus	30438	B1	s
möh	30447		interj
leiutasu	30452		s
lisatasu	30460		s
tagasihoidlikult	30461		adv
kaubamärk	30465	B2	s
linnavolikogu	30466		s
surfama	30467	B2	v
jalaluu	30469	A2	s
tarbetu	30471	B2	adj
peenelt	30475		adv
heastama	30477		v
radio	30478		
põld	30481	B1	s
käigukast	30486		s
lukustus	30490		s
veealune	30491		adj
alistuma	30494	B2	v
naabrivalve	30502	B2	s
elektrik	30505	B1	s
puhtus	30506	B1	s
videomäng	30510		s
usutavalt	30513		adv
traat	30515	B2	s
aroom	30521	B2	s
maroko	30528		prop
unarusse	30534		adv
määrima	30535	B1	v
toksikoloogia	30562		s
kirurgia	30563		s
sale	30575	B1	adj
abikäsi	30577		s
aka	30580		adv
hunnikus	30582		vrm
ballistika	30583		s
vapraim	30585		adj
kuubik	30590		s
tõre	30592		adj
kujutlus	30597	B2	s
väljapaistev	30599	B2	adj
erutus	30601	B2	s
karistatav	30607		s
samba	30628		s
seenior	30637	B2	s
senjoora	30641		s
tõukama	30646	B2	v
kolm-neli	30654		num
üürnik	30658	B1	s
värvis	30660		s
mõrvarlik	30663		adj
privaatsus	30664	B2	s
tundmine	30667		s
telliskivi	30670	B2	s
raames	30671		postp
surnukuur	30676		s
pidusöök	30677		s
tunnetus	30679	B2	s
organ	30680	B1	s
ratastool	30685	B1	s
kõrgeauline	30695		adj
võrratult	30699		adv
kaevamine	30700		s
tapamasin	30701		s
vääna	30702		prop
kahene	30706	B2	adj,s
veranda	30707		s
eluski	30709		adv
vähehaaval	30714	B2	adv
homoseksuaal	30718	B2	s
põhjendus	30727	B1	s
postkaart	30728	A2	s
multikas	30736	B1	s
neutraalne	30750	B2	adj
ühti	30751		adv
trussikud	30753		s
kannatlikkus	30756	B2	s
pii	30757		s
käsn	30762		s
fanaatik	30764	B2	s
mänguaeg	30769		s
ajukahjustus	30773		s
velsker	30783		s
improviseerima	30784	B2	v
rindkere	30795	B2	s
kõhulahtisus	30797	B2	s
sanitar	30799		s
evakueeruma	30802		v
avar	30804	B1	adj
harukordne	30813	B2	adj
hääletamine	30816		s
umbe	30817		adv
rajad	30818		s
karistamata	30820		adv,adj
baarman	30826		s
kellaaeg	30835		s
surnumatja	30837		s
vennake	30838		s
uriin	30844	B2	s
hommikumantel	30846	B1	s
erootiline	30852	B2	adj
kõnnak	30857		s
faktor	30871	B2	s
risu	30873		s
musklis	30880		vrm
maag	30883		s
mnjah	30886		interj
praha	30896		prop
äbarik	30908		adj,s
kiirendus	30912	B2	s
matke	30914		s
niit	30921	B1	s
ulatuslik	30931	B2	adj
meditsiiniliselt	30940		adv
riiukukk	30942		s
maraton	30959	B2	s
solvamine	30964		s
skisofreenik	30967		s
sangar	30969		s
kiiduväärt	30974		adj,adv
katseaeg	30976	B2	s
pritsi	30980		prop
valutult	30983		adv
ekstreemne	30987	B2	adj
ähmaselt	30991		adv
põud	30994	B1	s
suupiste	31002	B2	s
pirn	31006	A1	s
hologramm	31010		s
vanatüdruk	31030		s
dame	31031		s
mõmin	31032		s
kasvataja	31033	A2	s
täismaja	31035		s
õudselt	31038	B2	adv
hoidla	31041	B2	s
südaöö	31049	B1	s
abielusõrmus	31051		s
kehtetu	31052	B2	adj
soojendama	31054	B2	v
kohutavam	31057		adj
nebraska	31067		prop
tarretis	31071	B2	s
sg	31080		
vilunud	31085	B2	adj
kuumi	31096		prop
lähenemiskeeld	31098		s
belize	31103		prop
marsruut	31108	B1	s
kalake	31114		s
hoolas	31115	C1	adj
vajuma	31116	B2	v
majonees	31119	A2	s
manu	31125		adv,postp
jõuluõhtu	31126		s
kõlupea	31131		s
sukeldumine	31133		s
iisrael	31134		prop
lunastaja	31178		s
ämmaemand	31190	B2	s
arendama	31195	B1	v
alaline	31205	B1	adj
igatsus	31206	B2	s
türklane	31208		s
baarimees	31213		s
linnavalitsus	31216	B1	s
kaksikõde	31218		s
päästemeeskond	31221		s
kalur	31223	B1	s
kompromiteeritud	31230		adj
välisministeerium	31243		s
kanister	31248		s
rünnakrühm	31251		s
nais	31252		
konjak	31253	B1	s
arni	31255		s
järgmiselt	31260		adv
justnimelt	31263	B2	adv
öökullid	31266		s
waterloo	31267		prop
keerlema	31268	B1	v
erektsioon	31272		s
pisikene	31276		adj,s
tiivas	31278		s
väljapressija	31286		s
skaneering	31290		s
paistetus	31300	B2	s
õnnitlema	31301	A1	v
raius	31308		s
vargsi	31312		adv
katsetama	31315	B1	v
usaldav	31316		adj
delaware	31320		prop
rabama	31321	C1	v
torkima	31325	B2	v
lumivalgeke	31326		prop
ida-euroopa	31331		prop
veresuhkur	31332	B2	s
niikaugele	31339		adv
ülikõva	31340		adj
neiuke	31351		s
kuristik	31352	B2	s
jaburus	31354	B2	s
mango	31358		s
tiheda	31362		prop
tunnustus	31364	B1	s
surmaotsus	31365		s
puutumatus	31368		s
koidu	31370		prop
garderoob	31371	A2	s
kaelarihm	31386		s
kestel	31395	B2	postp
kunde	31397	C1	s
tõmbus	31408		s
sadistlik	31412		adj
tõhusam	31424		adj
kammima	31425	A2	v
mossis	31429		adj,adv
vähene	31430	B1	adj,s
dundee	31437		prop
tankla	31446	B2	s
mayo	31451		prop
audio	31462		
sellepeale	31463		adv
latern	31470	B2	s
osalus	31475	B2	s
kaudselt	31478	B2	adv
kanuu	31479	B2	s
tulekera	31485		s
alam	31490	B2	adj,s
samariitlane	31494		s
kiilas	31499		adj
kontrollimine	31507		s
süstima	31508	B2	v
trumm	31509	B1	s
legaalselt	31510		adv
varna	31513		
võru	31515	B2	s
server	31530		s
kaare	31531		prop
üllatama	31532	A2	v
totu	31536		adj,s
käpard	31541		adj,s
gaasileke	31549		s
vastaselt	31551		postp
kaubanduskeskus	31553		s
relvastus	31559	B2	s
peaprokurör	31562		s
sukk	31564	B1	s
eskadrill	31572		s
sünnipäevakink	31575		s
õu	31576	A1	s
torma	31581		prop
pits	31584	B2	s
tops	31587	B2	s
siiasamasse	31588		adv
vidin	31594	B2	s
ühtne	31607	B2	adj
kehatemperatuur	31608		s
sümfoonia	31610	B2	s
pissil	31615		vrm
ratsionaalne	31618	B2	adj
sotsiaalselt	31625		adv
huvitu	31632		adj
patrullima	31634		v
planeerima	31635	B1	v
mustus	31644	B2	s
sihtima	31646	B2	v
oakland	31655		prop
puul	31658		s
virtuaalne	31662	B2	adj
hindamine	31663		s
kurvalt	31665	B1	adv
arheoloog	31676	B2	s
hulgi	31677	B2	adv
hajameelne	31678	C1	adj
veeres	31680		postp
ebasobiv	31686	B1	adj
ülemkohus	31687		s
põletus	31690		s
esivanem	31696	B2	s
kaaren	31710		s
poolaeg	31711		s
nestor	31722		s
kordus	31723	B2	s
tabamine	31726		s
müstika	31733	B2	s
hädajuhtum	31742		s
näitamine	31744		s
raua	31751		prop
sang	31754	B2	s
ühesugune	31756	A2	adj
rakk	31768	B2	s
jäljendaja	31776		s
pakane	31781	B1	s,adj
mill	31783		s
loor	31785		s
pommirühm	31791		s
keiserlik	31796		adj
inimrass	31797		s
inimolend	31798	B2	s
alandus	31800	C1	s
kohtlemine	31802		s
ateist	31806	B2	s
kuritarvitamine	31811		s
kindlamalt	31815		adv
ahter	31821		s
närima	31829	B2	v
pianist	31831		s
tulekustuti	31834		s
vaieldamatu	31837		adj
häirima	31838	B1	v
inim	31842		
vihatud	31844		adj
ülespuhutud	31848		adj
katsealune	31859		s,adj
deva	31866		
viieaastane	31877		adj,s
ravimatu	31879		adj
konarlik	31883		adj
tülitsema	31884	B1	v
valuuta	31885	A2	s
mõjukas	31892	B2	adj
kapott	31907	B2	s
elementaarne	31914	B2	adj
trajektoor	31919	B2	s
gladiaator	31922		s
sünnitunnistus	31923	B1	s
poolõde	31926		s
melon	31928	B1	s
loori	31950		s
meteoriidisadu	31956		s
resümee	31961		s
vabanemine	31965		s
võrdlus	31966	B1	s
ülepeakaela	31971		adv
kikivarvul	31978		adv
jõusse	31979		adv
luurama	32002	B2	v
näppe	32003		
koostis	32006	B1	s
vallutaja	32007		s
wales	32010		prop
monitor	32013	B2	s
läbiotsimine	32014		s
julgem	32018		adj
nuhkima	32026	C1	v
edevus	32030	C1	s
omakasu	32032	B2	s
reiting	32034	B2	s
kirss	32036	A2	s
turnee	32041	B2	s
kuumalt	32042		adv
viisakam	32047		adj
elusolend	32052		s
eetiline	32053	B2	adj
nägija	32058		s
kirjalik	32069	B1	adj
tagantjärele	32075	B2	adv
kanalisatsioon	32076	B1	s
karvapall	32081		s
vahekord	32082	B1	s
supernoova	32086		s
istekoht	32087	B1	s
kargama	32088	C1	v
maailmakuulus	32092	B2	adj
hargnema	32095	B2	v
turvafirma	32102		s
jam	32110		prop
kalts	32127		s
krunt	32128	B1	s
vahendustasu	32130		s
jäätmed	32137	B2	s
leiduma	32141	B1	v
vanuselt	32155		adv
kommionu	32157		s
küüsist	32158	C1	postp
lahinguväli	32162		s
matk	32163	B1	s
ühtsus	32170	B2	s
filmitäht	32171		s
helisema	32183	B1	v
tõrges	32184	C1	adj
õnnemäng	32189		s
esitamine	32192		s
otsustusvõime	32193		s
praam	32203	A2	s
võlukepp	32205		s
märkamatu	32206	B2	adj
solvama	32209	B1	v
selgemini	32214		adv
piirama	32216	B1	v
päikeseline	32219	B1	adj
marker	32222	B1	s
tunnus	32231	B1	s
vastulöök	32235		s
orava	32246		prop
ost	32272	A2	s
õppejõud	32274	B1	s
imago	32276	B2	s
salm	32285	B2	s
väsimus	32289	B1	s
generatsioon	32296	C1	s
sissemakse	32298	B2	s
jõulupidu	32310		s
ravitav	32315		adj,s
mutrivõti	32316	B2	s
juhhei	32322		interj
kriitik	32326	B1	s
krooniline	32328	B1	adj
jett	32333		s
ekspress	32357		s
seksistlik	32358		adj
lähedus	32361		s
õpingud	32363	B1	s
arvukus	32364	B2	s
päiksekiir	32368		s
kadu	32379	B2	s
nõudmine	32381		s
kavalpea	32382	B2	s
udukogu	32383		s
valitsejanna	32389		s
amor	32391		prop
pigistama	32400	B2	v
autoriteet	32401	B2	s
juhitav	32403		adj
niidiots	32408		s
tihedamalt	32409		adv
sihik	32411	C1	s
lancaster	32417		prop
läbinägelik	32420		adj
juura	32421		s
toss	32423	B2	s
vääritu	32429		adj
õõnes	32430	C1	adj
hariv	32434		adj
reetlik	32442		adj
kükita	32443		prop
vaen	32446	B2	s
pressiesindaja	32454		s
piirivalve	32458		s
jutustus	32470	B2	s
ab	32482		
sünteetiline	32484	B2	adj
kiil	32490	B2	s
halastamatult	32491		adv
vastakuti	32496		adv
kaheldav	32509		adj
diabeet	32519	B2	s
ennenägematu	32520		adj
lojus	32524		s
soovimatu	32538	B2	adj
fotograafia	32539		s
ebaküps	32546		adj
prostitutsioon	32547	B2	s
instrument	32548	B2	s
kuhi	32552	B2	s
tulemüür	32555	B2	s
väikselt	32556		adv
vaimuhaigla	32559		s
ajukääbik	32560		s
vanadekodu	32564	B2	s
vill	32570	B1	s
pöördumatu	32574	B2	adj
koolera	32586		s
virisemine	32588		s
kaskadöör	32592		s
vabariiklane	32593		s
kinnisvaramaakler	32600		s
aukülaline	32603		s
armastuslugu	32606		s
hala	32616	C1	s
heakskiit	32618	B2	s
vulgaarne	32623		adj
sügavamal	32624		adv
sädelev	32625		adj
alateadlikult	32629	B2	adv
võik	32632		adj,s
jutustama	32633	A2	v
naerunägu	32642		s
grisli	32643		s
räppar	32644		s
mõjuvõim	32649		s
hüdraulika	32652		s
kand	32653	B1	s
pärastiseks	32660		adv
ristsõna	32663	B1	s
katsetus	32664	B1	s
lämbus	32668		s
kihv	32670		s
nutikam	32679		adj
maksmine	32685	B1	s
üleujutus	32691	B1	s
rikkur	32698	B2	s
varjule	32700		adv
elektromagnetiline	32709		adj
eemalolev	32715		adj
prii	32718	C1	adj
hingetu	32720		adj
lahutuspaberid	32725		s
ketis	32733		vrm
akvaarium	32741	B1	s
trupp	32742	B2	s
ülekohtune	32746	C1	adj
õnnis	32752	C1	adj,s
energiaallikas	32774	B2	s
peatoimetaja	32782		s
relvaladu	32790		s
toidumürgitus	32800		s
action	32806		s
teenuse	32816		prop
piits	32829	B2	s
heatahtlik	32830	B2	adj
targu	32831		adv
lõõgastuma	32832	B2	v
sõjapealik	32833		s
kaisus	32836		adv,postp
tüür	32847		s
kaldus	32853		adv
surrey	32855		prop
kuulsam	32864		adj
häll	32865	B2	s
jälkus	32866		s
räige	32873	C1	adj
kurjam	32874		s
sidrun	32876	A2	s
valdusse	32878		
keskealine	32883	B1	adj,s
soomusauto	32884		s
välgatus	32885		s
pakiruum	32886		s
pudru	32887		s
memme	32901		s
intrigeeriv	32902		adj
astro	32908		
seltsiline	32911	B2	s
kartus	32913	B2	s
möödapääsmatu	32924	B2	adj
areen	32930	B2	s
ekg	32938		
saabuv	32946		adj
kõnepost	32947		s
vastastikku	32956	B2	adv
homoseksuaalne	32960	B2	adj
kirjutis	32964	B1	s
limiit	32965	B2	s
esiuks	32968		s
kaliiber	32971		s
sõu	32974		s
wifi	32981		s
magister	32984	B2	s
taliban	32997		prop
raevukalt	33003		adv
väljakutsuja	33009		s
grimm	33010		s
omaha	33014		prop
justament	33016		adv,interj
vurrud	33023		s
agressiivselt	33037	B2	adv
kinnipeetav	33051		s,adj
kuma	33053	C1	s
tulemasin	33055		s
ustavalt	33061		adv
toatüdruk	33068		s
ülioluline	33077	B2	adj
muti	33078		s
eksperimentaalne	33079	B2	adj
julgustükk	33097		s
liitumine	33099		s
pepperoni	33109		s
õis	33110	B2	s
orbudekodu	33115		s
kannatanu	33117	B1	s
vetelpäästja	33118		s
kaktus	33124	B1	s
rohutirts	33126	B1	s
jõudsalt	33128	C1	adv
vihaselt	33130	B1	adv
vanaproua	33131		s
kohtualune	33139		s
väejuht	33145		s
keskendumine	33147		s
eranditult	33151	B2	adv
kimp	33156	B1	s
etikett	33163	B2	s
süste	33165		s
suitsetaja	33168		s
viiekesi	33173		adv
lohutama	33182	B1	v
helgem	33186		adj
sünnipäevalaps	33188		s
skulptuur	33193	B2	s
muusikaline	33197	B2	adj
punnis	33199		adj,adv
eraldama	33208	B1	v
rinne	33210	B2	s
eirama	33211	C1	v
bordell	33217		s
kõhklemata	33227		adv
katsel	33231		s
keeris	33240	B2	s
tahtmatu	33243	B2	adj
särtsakas	33251	B2	adj
põsk	33258	B1	s
osapool	33260	B2	s
günekoloog	33262		s
käsiraha	33264		s
jutustaja	33265		s
ons	33272		vrm
kunstiline	33282	B2	adj
traktor	33289	B1	s
kardin	33295	B1	s
pin	33299		
lähipäevil	33302		vrm
astumine	33303		s
korsten	33308	B1	s
pornograafia	33312		s
naerualune	33317		s
toyota	33331		prop
prantslanna	33333		s
põgus	33335	B2	adj
