word	freq_rank	proficiency	pos
viinatoop	0		s
viinatops	0		s
viinatõmmis	0		s
viinatööstus	0		s
viinauim	0		s
viinauni	0		s
viinavabrik	0		s
viinavalu	0		s
viinavastane	0		adj
viinavend	0		s
viinaviga	0		s
viinaviskaja	0		s
viinaviskamine	0		s
viinavoor	0		s
viinaväsimus	0		s
viinavõtja	0		adj
viinavõtmine	0		s
viineribaar	0		s
viineriindeks	0		s
viineripirukas	0		s
viinerisai	0		s
viinervorst	0		s
viinhape	0		s
viinistu	0		prop
viinlane	0		s
viinuke	0		s
viinukene	0		s
viinusk	0		s
viinuski	0		s
viinutama	0		v
viinutamine	0		s
viip	0		s
viipekaart	0		s
viipekeeletõlge	0		s
viipekeeletõlk	0		s
viipekeelne	0		adj
viipemakse	0		s
viipleja	0		s
viiplema	0		v
viipsik	0		s
viipsima	0		v
viipuma	0		v
viir	0		s
viira	0		interj
viirama	0		v
viirang	0		s
viirapalu	0		prop
viirastama	0		v
viirastuma	0		v
viirastuslik	0		adj
viirastuslikkus	0		s
viiratsi	0		prop
viirduma	0		v
viirelaid	0		prop
viires	0		s
viirg	0		s
viirgkülv	0		s
viiri	0		prop
viirik	0		s,adj
viirjoon	0		s
viirkiri	0		s
viirlema	0		v
viirpapagoi	0		s
viirpelargoon	0		s
viirpuu	0		s
viirpuuhekk	0		s
viirsavi	0		s
viiruk	0		s
viirukilõhn	0		s
viirukipann	0		s
viirukipuu	0		s
viirukisuits	0		s
viiruline	0		adj
viirusekandja	0		s
viirusekandlus	0		s
viirusekiri	0		s
viirusekriis	0		s
viiruseline	0		adj
viirusetest	0		s
viirusetõrje	0		s
viirusetõrjeprogramm	0		s
viirusetüvi	0		s
viirusevaba	0		adj
viirusgripp	0		s
viirushaige	0		adj,s
viirushepatiit	0		s
viirusinfektsioon	0		s
viiruskandja	0		s
viiruskandlus	0		s
viiruskindel	0		adj
viiruskriis	0		s
viiruslik	0		adj
viirusnakkus	0		s
viirusprogramm	0		s
viirustest	0		s
viirustõrje	0		s
viirustõrjeprogramm	0		s
viirustüvi	0		s
viirusvaba	0		adj
viirusvastane	0		adj
viirusõpetus	0		s
viirutama	0		v
viirutus	0		s
viisaastak	0		s
viisaastakuplaan	0		s
viisakaim	0		adj
viisakaimalt	0		adv
viisakaimini	0		adv
viisakamalt	0		adv
viisakamini	0		adv
viisakasti	0		adv
viisakeeld	0		s
viisakord	0		s
viisakusavaldus	0		s
viisakusetu	0		adj
viisakusetus	0		s
viisakuslause	0		s
viisakusnorm	0		s
viisakusnõue	0		s
viisakusreegel	0		s
viisakussõna	0		s
viisakustiitel	0		s
viisakusvestlus	0		s
viisakusvisiit	0		s
viisakusvormel	0		s
viisakusväljend	0		s
viisakutse	0		s
viisard	0		s
viisarežiim	0		s
viisaruum	0		s
viisataotlus	0		s
viisavaba	0		adj
viisavabalt	0		adv
viisihääl	0		s
viisijoru	0		s
viisijupp	0		s
viisik	0		s
viisikannel	0		s
viisikas	0		adj
viisikatke	0		s
viisikatkend	0		s
viisikud	0		s,adj
viisikäik	0		s
viisilause	0		s
viisimäärsõna	0		s
viisimäärus	0		s
viisiots	0		s
viisipidamine	0		s
viisipill	0		s
viisipärane	0		adj
viisipõimik	0		s
viisireiu	0		prop
viisirida	0		s
viisirikas	0		adj
viisirikkus	0		s
viisistama	0		v
viisistus	0		s
viisiütlev	0		adj,s
viisk	0		s
viiskand	0		s
viiskõla	0		s
viisleht	0		s
viisli	0		prop
viisnurkne	0		adj
viispäevak	0		s
viistahukas	0		s
viisteistkümmend	0		num
viisu	0		prop
viisuküla	0		prop
viisuluda	0		s
viisumeister	0		s
viitaeg	0		s
viitakreditiiv	0		s
viitaline	0		adj
viitamine	0		s
viitane	0		adj
viitasoo	0		prop
viitejõuline	0		adj
viitekirje	0		s
viiteline	0		adj
viitemees	0		s
viitemärk	0		s
viiterna	0		prop
viiteseos	0		s
viitestik	0		s
viitesuhe	0		s
viithind	0		s
viithüpe	0		s
viitina	0		prop
viitka	0		prop
viitliin	0		s
viitma	0		v
viitmiin	0		s
viitna	0		prop
viitrelee	0		s
viitse	0		
viitseadmiral	0		s
viitsekonsul	0		s
viitsekuberner	0		s
viitsepresident	0		s
viitsimatus	0		s
viitsimine	0		s
viitstart	0		s
viitsütik	0		s
viiuldama	0		v
viiuliduo	0		s
viiulikast	0		s
viiulikeel	0		s
viiuliklass	0		s
viiulikontsert	0		s
viiulikoor	0		s
viiulikunstnik	0		s
viiulimeister	0		s
viiulimuusika	0		s
viiulimäng	0		s
viiulimängija	0		s
viiulimängutehnika	0		s
viiuliorkester	0		s
viiulipala	0		s
viiulipartii	0		s
viiulisonaat	0		s
viiulisoolo	0		s
viiulitund	0		s
viiulivirtuoos	0		s
viiulivärv	0		s
viiulivõti	0		s
viiuliõhtu	0		s
viiuliõpetaja	0		s
viiuliõpingud	0		s
viive	0		s
viivikonna	0		prop
viivisenõue	0		s
viivislaen	0		s
viivistasu	0		s
viivitamatu	0		adj
viivitamisi	0		adv
viivituma	0		v
viivitusaed	0		s
viivitusaeg	0		s
viivitustara	0		s
viivlema	0		v
viivuke	0		s
viivukene	0		s
viivuks	0		adv
viivuline	0		adj
vikaardiakon	0		s
vikaaria	0		s
vikaarpreester	0		s
vikaarvaimulik	0		s
vikareerima	0		v
vikareerimine	0		s
vikariaat	0		s
vikarism	0		s
vikasool	0		s
vikat	0		s
vikatikand	0		s
vikatileht	0		s
vikatilüsi	0		s
vikatitera	0		s
vikativars	0		s
vikativits	0		s
vikeldama	0		v
vikerdama	0		v
vikerforell	0		s
vikerjas	0		adj
vikerkaarebeebi	0		s
vikerkaareline	0		adj
vikerkaarelipp	0		s
vikerkaarerahvas	0		s
vikerkaarevärv	0		s
vikerkaarevärviline	0		adj
vikerkala	0		s
vikerkest	0		s
vikerkestapõletik	0		s
vikerlane	0		s
vikerpere	0		s
vikerpuur	0		s
vikervärv	0		s
viki	0		s
vikijahu	0		s
vikipalu	0		prop
vikipedist	0		s
vikipõld	0		s
vikisegatis	0		s
vikitera	0		s
vikk	0		s
vikkel	0		s
vikkelkinnas	0		s
vikkelkiri	0		s
vikkelkude	0		s
vikkelkuppel	0		s
vikkelsukk	0		s
vikontess	0		s
viksilt	0		adv
viksima	0		v
viksisti	0		adv
viktooria	0		s
viktoriaan	0		s
viktoriaanlik	0		adj
viktoriiniküsimus	0		s
vikunja	0		s
vikunjavill	0		s
vila	0		
vilajas	0		adj
vilajett	0		s
vilama	0		v
vilamisi	0		adv
vilaski	0		prop
vilatama	0		v
vilbasnastik	0		s
vildak	0		adj
vildakalt	0		adv
vildakas	0		adj
vildakil	0		adj,adv
vildakile	0		adv
vildakselgsus	0		s
vildakus	0		s
vildik	0		s
vildikaloss	0		s
vildinina	0		s
vildipöid	0		s
vildistama	0		v
vildistuma	0		v
vildisäär	0		s
vilditaoline	0		adj
vilditükk	0		s
viledus	0		s
vilekala	0		s
vilekonn	0		s
vilekontsert	0		s
vilekoor	0		s
vilemees	0		s
vilenöör	0		s
vilepartii	0		s
vilepill	0		s
vilepillimängija	0		s
vilepoi	0		s
vilepuhuja	0		s
vilepuhumine	0		s
vilesignaal	0		s
vilespill	0		s
vilestik	0		s
viletriller	0		s
viletsaim	0		adj
viletsaimalt	0		adv
viletsaimini	0		adv
viletsake	0		adj,s
viletsakene	0		adj,s
viletsamalt	0		adv
viletsamini	0		adv
viletsapoolne	0		adj
viletsasti	0		adv
viletsavõitu	0		adj
viletsusaeg	0		s
viletsusehunnik	0		s
viletsusepäevad	0		s
viletsushunnik	0		s
viletsuspäevad	0		s
vilgastuma	0		v
vilgatama	0		v
vilgatus	0		s
vilge	0		s
vilgukivi	0		s
vilgutama	0		v
vilguti	0		s
vilgutus	0		s
vilidu	0		prop
vilikond	0		s
viliksaarõ	0		prop
vililane	0		s
vililase-aegne	0		adj
vilima	0		prop
vilimeeste	0		prop
vilin	0		s
vilina	0		prop
vilis	0		s
vilisema	0		v
vilist	0		s
vilistimaa	0		prop
vilistlaskogu	0		s
vilistlaskond	0		s
vilistlaskoor	0		s
vilistus	0		s
vilita	0		prop
vilitoiduline	0		adj
vilivalla	0		prop
vilivere	0		prop
vilja-aasta	0		s
viljaaed	0		s
viljaait	0		s
viljaalge	0		s
viljaandam	0		s
viljaaun	0		s
viljabörs	0		s
viljaeksport	0		s
viljaelevaator	0		s
viljahakk	0		s
viljahaldjas	0		s
viljahelbed	0		s
viljahoidla	0		s
viljahõõrumiskivi	0		s
viljaikaldus	0		s
viljakaar	0		s
viljakahjur	0		s
viljakaim	0		adj
viljakalt	0		adv
viljakam	0		adj
viljakandeiga	0		s
viljakandeperiood	0		s
viljakandev	0		adj
viljakandevõime	0		s
viljakandmatu	0		adj
viljakandmatus	0		s
viljakandmine	0		s
viljakandvus	0		s
viljakanne	0		s
viljakasv	0		s
viljakasvataja	0		s
viljakasvatus	0		s
viljakate	0		s
viljakaubandus	0		s
viljakaupmees	0		s
viljakeha	0		s
viljakest	0		s
viljakirst	0		s
viljakobar	0		s
viljakohv	0		s
viljakoor	0		s
viljakoormis	0		s
viljakoristus	0		s
viljakoristusmasin	0		s
viljakoristustööd	0		
viljakott	0		s
viljakuhelik	0		s
viljakuivati	0		s
viljakushaldjas	0		s
viljakusjumal	0		s
viljakusjumalanna	0		s
viljakusmaagia	0		s
viljakusmeditsiin	0		s
viljakustervis	0		s
viljakärbes	0		s
viljakõrs	0		s
viljakümnis	0		s
viljaküün	0		s
viljaladu	0		s
viljaleht	0		s
viljaliha	0		s
viljaline	0		adj
viljaluu	0		s
viljalõikaja	0		s
viljalõikus	0		s
viljalõikusmasin	0		s
viljamaa	0		s
viljamonopol	0		s
viljamõõt	0		s
viljamüük	0		s
viljanaksur	0		s
viljandi	0		prop
viljandilane	0		s
viljandimaa	0		prop
viljandimaalane	0		s
viljandlane	0		s
viljandlanna	0		s
viljaneitsi	0		s
viljaniiduk	0		s
viljaniidumasin	0		s
viljaniit	0		s
viljaniitja	0		s
viljanurm	0		s
viljaoks	0		s
viljapaun	0		s
viljapea	0		s
viljapeks	0		s
viljapeksmine	0		s
viljapeksuaeg	0		s
viljapeksumasin	0		s
viljapiik	0		s
viljapuhasti	0		s
viljapuhastus	0		s
viljapuhastusmasin	0		s
viljapung	0		s
viljapuu	0		s
viljapuu-juurevähk	0		s
viljapuuaed	0		s
viljapuualus	0		s
viljapuuhaigus	0		s
viljapuuistandik	0		s
viljapuuistik	0		s
viljapuukahjur	0		s
viljapuuseemik	0		s
viljapuusort	0		s
viljapõld	0		s
viljapõrnikas	0		s
viljaraag	0		s
viljaraoke	0		s
viljaredel	0		s
viljarikas	0		adj
viljarikkus	0		s
viljarooste	0		s
viljarõuk	0		s
viljasaak	0		s
viljasalv	0		s
viljaseeme	0		s
viljasoomus	0		s
viljasort	0		s
viljastama	0		v
viljastamine	0		s
viljastamisvõime	0		s
viljastamisvõimeline	0		adj
viljastamisvõimetu	0		adj
viljastamisvõimetus	0		s
viljastuma	0		v
viljastumine	0		s
viljastumisvõime	0		s
viljastumisvõimeline	0		adj
viljastumisvõimetu	0		adj
viljastumisvõimetus	0		s
viljastus	0		s
viljasääsk	0		s
viljatagavara	0		s
viljatera	0		s
viljaterake	0		s
viljatoit	0		s
viljatoll	0		s
viljatoodang	0		s
viljatult	0		adv
viljaturg	0		s
viljatus	0		s
viljatusravi	0		s
viljatõrs	0		s
viljatünder	0		s
viljatünn	0		s
viljavaheldus	0		s
viljavaheldussüsteem	0		s
viljavaim	0		s
viljavakk	0		s
viljavars	0		s
viljavaru	0		s
viljavarumine	0		s
viljavedu	0		s
viljaveski	0		s
viljavihk	0		s
viljavoor	0		s
viljavoos	0		s
viljaväli	0		s
viljavärav	0		s
viljaõnn	0		s
viljelus	0		s
viljelusmaa	0		s
viljui	0		prop
viljuma	0		v
vilk	0		s
vilka	0		s
vilkaim	0		adj
vilkalt	0		adv
vilkam	0		adj
vilkama	0		v
vilkaviškis	0		prop
vilkkilt	0		s
vilkkiltkivi	0		s
vilkkondensaator	0		s
vilkla	0		prop
vilklema	0		v
vilks	0		adv,interj
vilksama	0		v
vilksatama	0		v
vilksatus	0		s
vilksima	0		v
vilksti	0		adv
vilksuma	0		v
vilksutama	0		v
vilktuli	0		s
vilkus	0		s
vill-mesihein	0		s
villaan	0		s
villaand	0		s
villaheie	0		s
villajõudlus	0		s
villak	0		s
villakandja	0		s
villakarv	0		s
villakas	0		adj
villakass	0		s
villakaubandus	0		s
villaketramine	0		s
villaketrus	0		s
villaketrusvabrik	0		s
villakhiir	0		s
villakits	0		s
villakiud	0		s
villakoer	0		s
villakraas	0		s
villakraasija	0		s
villakraasimine	0		s
villakraasimismasin	0		s
villakraasimistöökoda	0		s
villakus	0		s
villakvere	0		prop
villaküülik	0		s
villalammas	0		s
villalint	0		s
villaloom	0		s
villaloor	0		s
villamaa	0		prop
villandi	0		prop
villanell	0		s
villapall	0		s
villapuu	0		s
villarasv	0		s
villasegune	0		adj
villasokk	0		s
villasus	0		s
villasäbru	0		s
villasäuk	0		s
villataoline	0		adj
villatoodang	0		s
villatort	0		s
villatups	0		s
villatuust	0		s
villatõug	0		s
villatööstus	0		s
villaude	0		s
villavabrik	0		s
villavaha	0		s
villavahetus	0		s
villavakk	0		s
villavere	0		prop
villaveski	0		s
villemi	0		prop
villevere	0		prop
villi	0		adv
villija	0		s
villik	0		s
villike	0		prop
villiline	0		adj
villima	0		v
villimardikas	0		s
villimisautomaat	0		s
villimisliin	0		s
villimismasin	0		s
villiplaaster	0		s
villis	0		adj,adv
villkarv	0		s
villkarvaline	0		adj
villkasukas	0		s
villkate	0		s
villkopp	0		s
villmusliin	0		s
villohakas	0		s
villpea	0		s
villpearaba	0		s
villpeatups	0		s
villpeaturvas	0		s
villpeatutt	0		s
villpehme	0		adj
villpõime	0		s
villtakjas	0		s
villtarn	0		s
villtikand	0		s
villtulikas	0		s
villtäi	0		s
villtõbi	0		s
vilnius	0		prop
vilo	0		prop
vilsandi	0		prop
vilt	0		s
vilta	0		prop
viltima	0		v
viltina	0		prop
viltjalats	0		s
viltjas	0		adj
viltjaskarvane	0		adj
viltjurta	0		s
viltkaabu	0		s
viltkarvad	0		s
viltkarvane	0		s
viltkübar	0		s
viltmüts	0		s
viltrooste	0		s
viltsaabas	0		s
viltsedelgas	0		s
viltseib	0		s
viltsuss	0		s
vilttald	0		s
vilttihend	0		s
vilttiib	0		s
vilttuhvel	0		s
viltuasend	0		s
viltulaskmine	0		s
viltuläinud	0		adj
viltuminek	0		s
viltune	0		adj
vilturiie	0		s
viltuselt	0		adv
viltuvaatamine	0		s
viltuvedamine	0		s
viltvaip	0		s
vilu	0		adj,s
viludus	0		s
vilult	0		adv
vilum	0		adj
viluma	0		v
vilumata	0		adj
vilumatu	0		adj
vilumatus	0		s
vilumus	0		s
vilumäe	0		prop
vilunuim	0		adj
vilunult	0		adv
vilunum	0		adj
vilus	0		adj
vilusi	0		prop
vilussaare	0		prop
viluste	0		prop
viluvari	0		s
viluvarjugi	0		
viluvere	0		prop
viluvõitu	0		adj
vimb	0		s
vimka	0		s
vimmakala	0		s
vimmakalt	0		adv
vimmakas	0		adj
vimmane	0		adj
vimmas	0		adv
vimpel	0		s
vimperg	0		s
vin-kood	0		s
vina	0		s
vinama	0		v
vinanohu	0		s
vind	0		s
vindavi	0		prop
vinderdama	0		v
vinderdi-vänderdi	0		
vindikatsioon	0		s
vindilaba	0		s
vindiline	0		adj
vindilõikaja	0		s
vindine	0		adj
vinditama	0		v
vinditseerima	0		v
vindlavänt	0		s
vinduma	0		v
vindumisi	0		adv
vine	0		s
vineer	0		s
vineerileht	0		s
vineerilõige	0		s
vineerima	0		v
vineeripakk	0		s
vineeripuit	0		s
vineerisaag	0		s
vineeritahvel	0		s
vineerivabrik	0		s
vineerkast	0		s
vineerkohver	0		s
vineerpaat	0		s
vineerplaat	0		s
vineerpõhi	0		s
vineertahvel	0		s
vineertool	0		s
vinegretikaste	0		s
vinegrett	0		s
vinegrettkaste	0		s
vinegrettsalat	0		s
vinene	0		adj
vinetama	0		v
vinetis	0		s
vinetus	0		s
ving	0		s
vingamees	0		s
vingatama	0		v
vingats	0		s
vingatus	0		s
vingeim	0		adj
vingerdis	0		s
vingerjas	0		s
vinguandur	0		s
vingugaas	0		s
vingugaasiandur	0		s
vingumees	0		s
vingumürgistus	0		s
vingumürgitus	0		s
vingune	0		adj
vingur	0		s
vingus	0		adj,adv
vingutama	0		v
vinguviiul	0		s
vinin	0		s
vinisema	0		v
vinjett	0		s
vinka-vonka	0		adv
vinkadi-vonkadi	0		adv
vinkel	0		s
vinkelraud	0		s
vinklema	0		v
vinklis	0		adv
vinklisse	0		adv
vinklist	0		adv
vinks-vonks	0		adv
vinku	0		s
vinnak	0		s
vinnaklüliti	0		s
vinnal	0		s
vinnama	0		v
vinnas	0		adv
vinnastama	0		v
vinnastuma	0		v
vinnastus	0		s
vinnastusmehhanism	0		s
vinnastusseade	0		s
vinni	0		adv
vinnid	0		s
vinniline	0		adj
vinnima	0		v
vinnis	0		adj,adv
vinnisnäoline	0		adj
vinnitsa	0		prop
vinnkaev	0		s
vinnlööve	0		s
vinntõbi	0		s
vinnuline	0		adj
vinnutama	0		v
vinnutatud	0		adj
vinnõtsja	0		prop
vinoteek	0		s
vinski	0		prop
vinso	0		prop
vint	0		s
vinta-vänta	0		adv
vintage	0		s,adj
vintaloosa	0		s
vinthõlm	0		s
vinthõlmader	0		s
vinti	0		adv
vintispäi	0		adv
vintraud	0		s
vintraudne	0		s
vintrelv	0		s
vintri	0		prop
vinträim	0		s
vintse	0		prop
vintseparaator	0		s
vintsima	0		v
vintskap	0		s
vintskapaken	0		s
vintskevõitu	0		adj
vintsklema	0		v
vintskuma	0		v
vintskus	0		s
vintsoon	0		s
vintsutama	0		v
vintsutus	0		s
vinu	0		s
vinukloom	0		s
vinune	0		adj
vinutuul	0		s
vinüül	0		s
vinüülatsetaat	0		s
vinüülimängija	0		s
vinüülketas	0		s
vinüülkinnas	0		s
vinüülkloriid	0		s
vinüülplaadimängija	0		s
vinüülplaat	0		s
vinüülplast	0		s
vinüülrühm	0		s
vinüültapeet	0		s
violetim	0		adj
violetjas	0		adj
violetjashall	0		adj
violetjasmust	0		adj
violetjaspunane	0		adj
violetne	0		adj
violetseim	0		adj
violetsem	0		adj
violett	0		s,adj
violetthall	0		adj
violettnihe	0		s
violettpruun	0		adj
violettpunane	0		adj
vioola	0		s
viperus	0		s
viperusteta	0		vrm
vipituba	0		s
viplala	0		prop
vipp	0		s
viprosaal	0		s
vira	0		s
viraalne	0		adj
viraaž	0		s
viraksaare	0		prop
virama	0		v
virb	0		s
virbel	0		s
vird	0		s
virdama	0		v
vire	0		adj
virelema	0		v
virelus	0		s
virgalt	0		adv
virgasti	0		adv
virgats	0		s
virgats-rna	0		
virgatsaine	0		s
virge	0		adj
virgeaeg	0		s
virgel	0		adv
virgele	0		adv
virgem	0		adj
virgemalt	0		adv
virgemini	0		adv
virgeolek	0		s
virgeseisund	0		s
virgestama	0		v
virgestav	0		adj
virgestus	0		s
virgestusala	0		s
virgim	0		adj
virgimalt	0		adv
virgimini	0		adv
virgmärk	0		s
virguma	0		v
virgumine	0		s
virgunu	0		s
virgus	0		s
virgutama	0		v
virgutavalt	0		adv
virguti	0		s
virgutus	0		s
virgutusvõimlemine	0		s
viriilne	0		adj
viril	0		adj
virilaim	0		adj
virilalt	0		adv
virilam	0		adj
virildama	0		v
virilduma	0		v
virilism	0		s
virilus	0		s
virimokk	0		s
virin	0		s
virion	0		s
virioon	0		s
viripill	0		s
viriseja	0		s
viristaja	0		s
viristama	0		v
virita	0		prop
virkinformatsioon	0		s
virkus	0		s
virla	0		prop
virmaline	0		s
virn	0		s
virnarohi	0		s
virnas	0		adj,adv
virnastaja	0		s
virnastama	0		v
virnasti	0		s
virnhein	0		s
virnpõletus	0		s
viro	0		prop
viroloog	0		s
viroloogia	0		s
viroloogiline	0		adj
viroos	0		s
viroteraapia	0		s
virr	0		interj
virrama	0		v
virre	0		s
virsikukivi	0		s
virsikukompott	0		s
virsikumahl	0		s
virsikumaitseline	0		adj
virsikupuu	0		s
virtin	0		s
virts	0		s
virtsaauk	0		s
virtsahais	0		s
virtsahoidla	0		s
virtsahvt	0		s
virtsakaev	0		s
virtsalaotur	0		s
virtsama	0		v
virtsane	0		adj
virtsarenn	0		s
virtsavesi	0		s
virtsu	0		prop
virtsuma	0		v
virtuaal	0		
virtuaalassistent	0		s
virtuaalbüroo	0		s
virtuaalkatood	0		s
virtuaalkeskkond	0		s
virtuaalketas	0		s
virtuaalklaviatuur	0		s
virtuaalkogukond	0		s
virtuaalkontor	0		s
virtuaalköök	0		s
virtuaalmaailm	0		s
virtuaalmasin	0		s
virtuaalmälu	0		s
virtuaalosake	0		s
virtuaalraha	0		s
virtuaalreaalsus	0		s
virtuaalselt	0		adv
virtuaalserver	0		s
virtuaaltuur	0		s
virtuaalõpe	0		s
virtualiseerima	0		v
virtualiseerimine	0		s
virtuoos	0		s
virtuooslik	0		adj
virtuooslikkus	0		s
virtuooslikult	0		adv
virtuoosne	0		adj
virtuoosselt	0		adv
virtuoossus	0		s
virtuositeet	0		s
viru	0		s
viru-jaagupi	0		prop
viru-kabala	0		prop
viru-nigula	0		prop
viruküla	0		prop
virulane	0		s
virulase	0		prop
virulentne	0		adj
virulentsus	0		s
viruma	0		v
virumaa	0		prop
virumaalane	0		s
virumägi	0		prop
virunurme	0		prop
virus	0		s
viruskundra	0		s
virutus	0		s
viruvere	0		prop
virvarr	0		s
virvasõna	0		s
virvatuli	0		s
virvatuluke	0		s
virve	0		s
virveepiteel	0		s
virvendus	0		s
virvendusarütmia	0		s
virverakk	0		s
virves	0		s
virvlema	0		v
vis-à-vis	0		adv
visadus	0		s
visaginas	0		prop
visam	0		adj
visamalt	0		adv
visandama	0		v
visandlik	0		adj
visang	0		s
visar	0		s
visavii	0		adv
visayas	0		prop
visby	0		prop
viseerima	0		v
viseering	0		s
viseernurk	0		s
viseertasand	0		s
visegrád	0		prop
visela	0		prop
viseu	0		prop
visiidiaeg	0		s
visiiditasu	0		s
visiir	0		s
visiitabielu	0		s
visiitkuub	0		s
visin	0		s
visionaarne	0		adj
visisema	0		v
visistama	0		v
visitatsioon	0		s
visitatsiooniprotokoll	0		s
visiteerima	0		v
viskaja	0		s
viskar	0		s
viskatša	0		s
viskeasend	0		s
viskeharjutus	0		s
viskejoon	0		s
viskekahur	0		s
viskekoht	0		s
viskekoridor	0		s
viskekrohv	0		s
viskekäsi	0		s
viskekühvel	0		s
viskel	0		s
viskelaeng	0		s
viskeliigutus	0		s
viskeliin	0		s
viskemasin	0		s
viskemäng	0		s
viskenool	0		s
viskenuga	0		s
viskenurk	0		s
viskeoda	0		s
viskepoos	0		s
viskepositsioon	0		s
viskepuu	0		s
viskerelv	0		s
visketabavus	0		s
visketehnika	0		s
visketäpsus	0		s
viskevalmis	0		adj
viskevoor	0		s
viskevõistlus	0		s
viskiklaas	0		s
viskiliköör	0		s
viskipudel	0		s
viskla	0		prop
visklema	0		v
viskoda	0		s
viskoos	0		s
viskoositselluloos	0		s
viskooskiud	0		s
viskoosne	0		adj
viskoossiid	0		s
viskoossus	0		s
viskosiin	0		s
viskosimeeter	0		s
viskuma	0		v
visla	0		prop
vismeistri	0		prop
vismut	0		s
vismutiin	0		s
vismutimaak	0		s
vismutimaal	0		s
visnapuu	0		s
vispeldama	0		v
viss	0		s
vissi	0		adv
vissis	0		adj,adv
vissisti	0		adv
vissitama	0		v
vissuvere	0		prop
vissõun	0		s
vistar	0		s
visteeria	0		s
vistla	0		prop
vistrikevastane	0		adj
vistrikuline	0		adj
vistrikuvastane	0		adj
vistseraalne	0		adj
visuaal	0		s
visuaalefekt	0		s
visuaalfotomeeter	0		s
visuaalia	0		s
visuaalkeel	0		s
visuaalkultuur	0		s
visuaalkunst	0		s
visuaallend	0		s
visuaalreklaam	0		s
visuaalside	0		s
visuaalsus	0		s
visuaalteater	0		s
visuaalvaatlus	0		s
visualisatsioon	0		s
visualiseerima	0		v
visualiseerimine	0		s
visualiseering	0		s
visualist	0		s
visusti	0		prop
vitaalivennad	0		s
vitaalkapatsiteet	0		s
vitaalne	0		adj
vitaalsus	0		s
vitalism	0		s
vitalist	0		s
vitameer	0		s
vitamiinhein	0		s
vitamiinijook	0		s
vitamiinikas	0		adj
vitamiinipomm	0		s
vitamiinipreparaat	0		s
vitamiinipuudus	0		s
vitamiinirikas	0		adj
vitamiinirohke	0		adj
vitamiinisisaldus	0		s
vitamiinisüst	0		s
vitamiinitaim	0		s
vitamiinitarve	0		s
vitamiinivaegus	0		s
vitamiinivaene	0		adj
vitamiinivajadus	0		s
vitamiinkreem	0		s
vitamiinne	0		adj
vitamiinravi	0		s
vitamiinsööt	0		s
vitaminiseerima	0		v
vitaminoloogia	0		s
vitebsk	0		prop
viti	0		prop
vitiliigo	0		s
vitim	0		prop
vitoria-gasteiz	0		prop
vitraaž	0		s
vitraažaken	0		s
vitraažikunst	0		s
vitriin	0		s
vitriinaken	0		s
vitriiniklaas	0		s
vitriinireklaam	0		s
vitriiniväljapanek	0		s
vitriol	0		s
vits-piimalill	0		s
vitsaed	0		s
vitsahammas	0		s
vitsahirm	0		s
vitsahoop	0		s
vitsakimp	0		s
vitsamees	0		s
vitsanuhtlus	0		s
vitsapainik	0		s
vitsapuu	0		s
vitsaraag	0		s
vitsaraokene	0		s
vitsaväät	0		s
vitsavõru	0		s
vitsaähvardus	0		s
vitsebsk	0		prop
vitselpael	0		s
vitsik	0		s
vitsiku	0		prop
vitsjas	0		adj
vitsjärve	0		prop
vitskorv	0		s
vitskuusk	0		s
vitsmõrd	0		s
vitspaju	0		s
vitspeenike	0		adj
vitsplekk	0		s
vitspunutis	0		s
vitspöid	0		s
vitsratas	0		s
vitsraud	0		s
vitssõlg	0		s
vitsutama	0		v
vituviha	0		s
viu	0		s
viudi	0		adv,interj
viuh	0		adv,interj
viuhti	0		adv,interj
viuks	0		s
viuksatama	0		v
viuksuma	0		v
viunatama	0		v
viunuma	0		v
viupart	0		s
vivaarium	0		s
vivace	0		adv
vivat	0		interj
vivianiit	0		s
vivipaar	0		s
vivipaaria	0		s
vivipaarne	0		adj,s
vivipaarsus	0		s
vivisektsioon	0		s
vivva	0		prop
vix	0		
višnu	0		prop
višnuism	0		s
vjaatitš	0		s
vjatka	0		prop
vjazma	0		prop
vke	0		
vkj	0		
vkr	0		
vladikavkaz	0		prop
vladimir-volõnski	0		prop
vladimirovka	0		prop
vladivostok	0		prop
vlgvn	0		
vlogi	0		s
vlogija	0		s
vlogima	0		v
vlorë	0		prop
vltava	0		prop
vm	0		
vn	0		
vnukovo	0		prop
vo	0		
vobla	0		s
vobler	0		s
vodava	0		prop
vodevill	0		s
vodevillibluus	0		s
vodi	0		prop
vodja	0		prop
vodkaturist	0		s
vogeesid	0		prop
vogul	0		s
voh	0		interj
voha	0		s
vohama	0		v
vohamine	0		s
vohand	0		s
vohang	0		s
vohavalt	0		adv
vohh	0		interj
vohilaid	0		prop
vohlu	0		s
vohmerdama	0		v
vohmima	0		v
vohnja	0		prop
voika	0		prop
vojevood	0		s
vojevoodkond	0		s
vojvodina	0		prop
voka	0		prop
vokaabel	0		s
vokaal-instrumentaal	0		
vokaal-instrumentaalansambel	0		s
vokaal-instrumentaalne	0		adj
vokaalansambel	0		s
vokaalettekanne	0		s
vokaalharmoonia	0		s
vokaalidevaheline	0		adj
vokaalistuma	0		v
vokaalivaheldus	0		s
vokaalkvartett	0		s
vokaalkvintett	0		s
vokaallooming	0		s
vokaallõpuline	0		adj
vokaalmitmus	0		s
vokaalmuusika	0		s
vokaalne	0		adj
