word	proficiency	pos
keskenduma	B1	v
keskharidus	B1	s
keskkond	B1	s
keskkonnasõbralik	B1	adj
keskkool	B1	s
keskküte	B1	s
kesklinn	A2	s
keskmine	A1	adj,s
keskmiselt	A2	adv
keskne	B2	adj
keskpäev	B1	s
keskpärane	B2	adj
keskus	A2	s
kesköö	B1	s
kest	B2	s
kestel	B2	postp
kestma	A2	v
kestus	B2	s
kestvus	B2	s
ketas	B2	s
kets	B1	s
kett	B1	s
ketšup	A1	s
kevad	A1	s
kevadine	B1	adj
kevadpüha	B1	s
kibe	B1	adj,s
kibelema	C1	v
kibestuma	B2	v
kihelkond	B2	s
kihluma	B2	v
kihlus	B2	s
kihlvedu	B2	s
kiht	B2	s
kihutama	B2	v
kihvt	B2	adj,s
kiiduväärne	C1	adj
kiik	B2	s
kiikama	C1	v
kiiks	C1	s
kiikuma	B1	v
kiil	B2	s
kiinduma	B2	v
kiindumus	C1	s
kiip	B2	s
kiir	B2	s
kiirabi	A2	s
kiire	A2	adj,s
kiireloomuline	B2	adj
kiirelt	A2	adv
kiiremini	A2	adv
kiirendama	B1	v
kiirendus	B2	s
kiirenema	B2	v
kiiresti	A1	adv
kiirgama	B2	v
kiirgus	B2	s
kiirtee	B1	s
kiirtoit	B2	s
kiirus	B1	s
kiirustama	B1	v
kiitlema	B2	v
kiitma	A2	v
kiitus	B1	s
kiiver	B1	s
kikkis	B2	adj,adv
kild	B2	s
kile	B1	s
kilekott	A2	s
kilo	A1	s
kilogramm	B1	s
kilomeeter	A2	s
kilone	B1	adj
kilp	B2	s
kilpkonn	B1	s
kilu	B1	s
kimalane	B2	s
kimbutama	C1	v
kimp	B1	s
kindel	A1	adj
kindlalt	B1	adv
kindlameelne	B2	adj
kindlasti	A1	adv
kindlus	B1	s
kindlustama	B1	v
kindlustunne	B2	s
kindlustus	B1	s
kindlustusmakse	B2	s
kindral	B1	s
king	A2	s
kingitus	A2	s
kingsepp	B1	s
kink	B1	s
kinkima	A2	v
kinnas	A2	s
kinni	A1	adv
kinnine	B1	adj
kinnisidee	B2	s
kinnistama	B2	v
kinnistu	B2	s
kinnistuma	B2	v
kinnisvara	B1	s
kinnitama	B1	v
kinnituma	B2	v
kinnitus	B1	s
kino	A1	s
kiosk	B1	s
kippuma	B2	v
kips	B2	s
kirg	B1	s
kirgas	C1	adj
kirglik	B2	adj
kirglikult	B2	adv
kiri	A1	s
kirik	A2	s
kiriklik	B2	adj
kirjakeel	B2	s
kirjalik	B1	adj
kirjalikult	B1	adv
kirjand	B2	s
kirjandus	A2	s
kirjanduslik	B2	adj
kirjanik	A2	s
kirjaoskus	B2	s
kirjastama	B2	v
kirjastus	B1	s
kirjatäht	B2	s
kirjavahemärk	B1	s
kirjavahetus	B1	s
kirje	B2	s
kirjeldama	A2	v
kirjeldus	B2	s
kirju	A2	adj
kirjutama	A1	v
kirjutis	B1	s
kirjutuslaud	A2	s
kirp	B2	s
kirre	B1	s
kirsipuu	A2	s
kirss	A2	s
kirst	B1	s
kiruma	C1	v
kirurg	B1	s
kirves	B1	s
kisa	B1	s
kisama	B2	v
kiskuma	B2	v
kitarr	B1	s
kitkuma	C1	v
kits	B1	s
kitsas	A1	adj
kitsaskoht	B2	s
kitsendama	B2	v
kitsikus	C1	s
kittel	B2	s
kiudaine	C1	s
kiusama	B1	v
kiusatus	B2	s
kiuslik	C1	adj
kiuste	C1	adv,postp
kivi	A1	s
kivim	B2	s
klaar	C1	adj,s
klaarima	C1	v
klaas	A1	s
klahv	B1	s
klamber	B2	s
klammerdaja	B2	s
klammerduma	C1	v
klapp	B2	s
klappima	B2	v
klass	A1	s
klassifikatsioon	B2	s
klassifitseerima	B2	v
klassijuhataja	B1	s
klassik	B2	s
klassika	B1	s
klassikaline	A2	adj
klassivend	B1	s
klassiõde	B1	s
klausel	C1	s
klaver	B1	s
klaviatuur	A2	s
kleebis	B2	s
kleepima	B1	v
kleeplint	B1	s
kleeps	B2	s
kleepuma	B2	v
kleit	A2	s
klienditeenindaja	B1	s
klienditeenindus	B2	s
klient	A1	s
klientuur	B2	s
kliima	B1	s
kliinik	B1	s
kliiniline	B2	adj
klipp	B2	s
kloonima	B2	v
klooster	B2	s
kloppima	B2	v
klots	B2	s
kloun	B1	s
klubi	A2	s
klõpsama	B2	v
koalitsioon	B2	s
kobe	C1	adj
kobras	B2	s
koda	B2	s
kodakondsus	A2	s
kodanik	B1	s
kodanikupäev	B2	s
kodanlik	B2	adj
kodeerima	B2	v
kodu	A1	s
kodujuust	B1	s
kodukontor	B2	s
kodukord	B2	s
koduleht	B1	s
kodulind	B1	s
kodulinn	B1	s
koduloom	B1	s
kodumaa	A2	s
kodumaine	B1	adj
kodumasin	B1	s
kodune	A2	adj
kodutu	B1	adj,s
koefitsient	C1	s
koer	A1	s,adj
kofeiin	B2	s
kogelema	B2	v
kogema	B1	v
kogemata	B1	adv
kogemus	B1	s
kogenematu	B2	adj
kogenud	B1	adj
kognitiivne	C1	adj
kogu	A1	pron
kogudus	B2	s
kogukond	B2	s
kogum	B2	s
koguma	A2	v
kogumik	B2	s
kogunema	B1	v
koguni	B2	adv
kogunisti	B2	adv
kogus	B1	s
koha	B1	s
kohal	A1	postp,adv
kohaldama	B2	v
kohale	A1	postp,adv
kohalik	B1	adj,s
kohalt	B1	postp
kohandama	B2	v
kohanduma	B2	v
kohane	B2	adj
kohanema	B1	v
kohapeal	B1	adv
kohapealne	B2	adj
kohaselt	B1	postp,adv
kohastuma	B2	v
kohati	B1	adv
kohatu	C1	adj
kohe	A1	adv
kohendama	B2	v
kohene	B2	adj
koheselt	B2	adv
kohev	C1	adj
kohkuma	C1	v
kohmakas	B2	adj
kohmetu	C1	adj
koht	A1	s
kohta	A2	postp
kohtama	B1	v
kohting	B2	s
kohtlema	B2	v
kohtuma	A1	v
kohtumine	A2	s
kohtumiseni	A1	interj
kohtunik	B1	s
kohtutäitur	B2	s
kohuke	A2	s,adj
kohupiim	A1	s
kohus	B1	s
kohusetruu	B2	adj
kohusetundlik	B2	adj
kohusetunne	B2	s
kohusetäitja	B2	s
kohustama	B2	v
kohustuma	B2	v
kohustus	B1	s
kohustuslik	B1	adj
kohutav	B1	adj
kohutavalt	B2	adv
kohv	A1	s
kohver	B1	s
kohvik	A1	s
kohvikoor	A2	s
kohvimasin	A2	s
kohvipaus	B1	s
koit	B2	s
koitma	B2	v
kojamees	B2	s
kokaiin	B2	s
kokk	A2	s
kokku	A1	adv
kokkuhoid	B2	s
kokkuhoidlik	B2	adj
kokkulepe	B1	s
kokkupandav	B2	adj
kokkupuude	B2	s
kokkupõrge	B2	s
kokkusattumus	B2	s
kokkutulek	B1	s
kokkuvõte	B1	s
kokkuvõtvalt	B2	adv
kokteil	A2	s
kola	B2	s
kolama	C1	v
kolb	B2	s
kole	B1	adj
kolesterool	B2	s
koletis	B2	s
kolima	A2	v
kolin	B2	s
kolju	B1	s
koll	B2	s
kollane	A1	adj,s
kolle	B2	s
kolledž	B1	s
kolleeg	A2	s
kolleegium	B2	s
kollektiiv	B2	s
kollektiivne	B2	adj
kollektsioon	B1	s
kolm	A1	num,s
kolmandaks	B1	adv
kolmandik	B1	num,s
kolmapäev	A1	s
kolmas	A1	num
kolmekesi	B1	adv
kolmekordne	B1	adj,s
kolmekorruseline	B1	adj
kolmekümnes	A2	num
kolmeteistkümnes	A2	num
kolmetoaline	B1	adj
kolmik	B2	s
kolmkümmend	A1	num
kolmnurk	B1	s
kolmnurkne	B1	adj
kolmsada	A1	num
kolmteist	A1	num
kolmveerand	B1	num
kolonel	B2	s
kolonn	B2	s
koloonia	B2	s
koma	B1	s
komandeering	B2	s
komando	B2	s
kombel	B2	vrm
kombinaat	B2	s
kombinatsioon	B2	s
kombineerima	B2	v
komeet	B2	s
komisjon	A2	s
komistama	B2	v
komitee	B1	s
komm	A2	s
komme	B1	s
kommentaar	A2	s
kommenteerima	B1	v
kommunikatsioon	B2	s
kompaktne	B2	adj
kompanii	B1	s
kompass	B2	s
kompensatsioon	B2	s
kompenseerima	B2	v
kompetentne	B2	adj
kompetents	B2	s
kompetentsus	B2	s
kompima	C1	v
kompleks	B2	s
kompleksne	C1	adj
komplekt	B1	s
komplekteerima	B2	v
kompliment	B2	s
komplitseerima	C1	v
komponent	B2	s
kompott	A2	s
kompromiss	B1	s
komöödia	B1	s
kondiiter	B1	s
konditsioneer	B2	s
kondoom	B1	s
konfidentsiaalne	B2	adj
konfiskeerima	B2	v
konflikt	A2	s
konfliktne	B2	adj
kong	B2	s
kongress	B1	s
konjak	B1	s
konkreetne	A2	adj
konkreetselt	B2	adv
konks	B1	s
konkureerima	B2	v
konkurent	B2	s
konkurents	A2	s
konkurentsivõime	B2	s
konkurentsivõimeline	B2	adj
konkurss	A2	s
konn	A2	s
konsensus	B2	s
konserv	B1	s
konservatiivne	B2	adj
konservatoorium	B2	s
konspekt	B2	s
konstaabel	B2	s
konstitutsioon	B2	s
konstrueerima	B2	v
konstruktiivne	B2	adj
konsul	B2	s
konsulaat	B2	s
konsultant	B1	s
konsultatsioon	B1	s
konsulteerima	B2	v
kont	B2	s
kontakt	A2	s
kontaktandmed	B1	s
kontakteeruma	B2	v
kontaktisik	B2	s
konteiner	B2	s
kontekst	B1	s
kontinent	B2	s
kontingent	B2	s
konto	B1	s
kontojääk	B1	s
kontonumber	B1	s
kontor	A2	s
kontrast	B2	s
kontrastne	B2	adj
kontroll	A2	s
kontrollima	A2	v
kontrollimatu	B2	adj
konts	B1	s
kontsentratsioon	B2	s
kontsentreerima	B2	v
kontsentreeruma	B2	v
kontseptsioon	B2	s
kontseptuaalne	B2	adj
kontsern	B2	s
kontsert	A1	s
konventsioon	B2	s
konverents	A2	s
koobas	B2	s
kood	B1	s
koodeks	B2	s
kook	A1	s
kookos	B1	s
kool	A1	s
koolitaja	B2	s
koolitama	B2	v
koolitus	B1	s
koolivend	B1	s
kooliõde	B1	s
koolkond	B2	s
koolon	B1	s
kooma	B2	s
koomal	C1	adv
koomale	C1	adv
koomik	B2	s
koomiks	B2	s
koomiline	B2	adj,s
koon	C1	s
koondama	B1	v
koondis	B1	s
koonduma	B2	v
koopia	A2	s
koor	A1	s
koordinaat	B2	s
koordinaator	B2	s
koordineerima	B2	v
koorem	B2	s
koorima	B2	v
koormama	B2	v
koormus	B1	s
kooruma	B2	v
koos	A1	adv,postp,prep
kooselu	B2	s
kooskõla	B2	s
kooskõlastama	B2	v
kooslus	B2	s
koosnema	B1	v
koosolek	B1	s
koosseis	B1	s
koostama	B1	v
koostis	B1	s
koostisosa	B2	s
koostöö	A2	s
kopeerima	B2	v
kopp	B2	s
koppel	B2	s
kops	B1	s
kopsakas	C1	adj
kopsupõletik	B1	s
kopter	B2	s
koputama	B1	v
kordama	A2	v
kordamine	A2	s
kordaminek	B2	s
kordamööda	B2	adv
korduma	B1	v
kordumatu	B2	adj
kordus	B2	s
korduvalt	B1	adv
koreograaf	B2	s
korgitser	B2	s
koridor	A1	s
koristaja	B1	s
koristama	A1	v
korjama	A2	v
kork	B1	s
korporatsioon	B2	s
korpus	B1	s
korraga	B1	adv
korraks	B1	adv
korral	B1	postp
korralagedus	B2	s
korraldaja	B1	s
korraldama	B1	v
korraldus	B2	s
korralik	A2	adj
korralikult	B1	adv
korraline	B2	adj,s
korrapärane	B2	adj
korrapäraselt	B2	adv
korras	A2	adj,adv
korrastama	B2	v
korratu	B2	adj
korrektne	B1	adj
korrektsus	B2	s
korrelatsioon	B2	s
korrespondent	B2	s
korrigeerima	B2	v
korrumpeeruma	B2	v
korruptsioon	B1	s
korrus	A1	s
korrutama	B1	v
korsten	B1	s
korter	A1	s
korterelamu	B2	s
kortermaja	B1	s
korts	B1	s
kortsus	B2	adj,adv
kortsutama	B2	v
korv	A2	s
korvama	C1	v
korvpall	A1	s
kosk	B2	s
kosmeetik	B1	s
kosmeetika	B2	s
kosmiline	B2	adj
kosmonaut	B2	s
kosmos	B1	s
kostitama	C1	v
kostma	B2	v
kostuma	B2	v
kostüüm	B1	s
kosuma	C1	v
kotkas	B1	s
kotlet	A1	s
kott	A1	s
kraad	A2	s
kraadiklaas	B1	s
kraadima	B1	v
kraadine	B2	adj
kraam	B2	s
kraan	A2	s
kraana	B2	s
kraanikauss	B1	s
kraapima	B2	v
kraater	B2	s
kraav	B2	s
krae	B2	s
krahh	B2	s
krahv	B2	s
kramp	B2	s
kratsima	B2	v
kratt	B2	s
krediit	B2	s
krediitkaart	B2	s
kreem	B1	s,adj
krevett	B1	s
kriimustama	B2	v
kriimustus	B2	s
kriips	B2	s
kriis	B1	s
kriisiolukord	B2	s
kriit	B2	s
kriitik	B1	s
kriitika	B1	s
kriitiline	B1	adj
kriminaal	B2	s
kriminaalne	B2	adj
kringel	B1	s
kripeldama	C1	v
kristall	B2	s
kristlane	B1	s
kristlik	B1	adj
kristlus	B2	s
kriteerium	B2	s
kritiseerima	B1	v
krokodill	B1	s
krookus	B2	s
kroon	B1	s
krooniline	B1	adj
kroonima	B2	v
krunt	B1	s
krutski	C1	s
kruus	B2	s
kruvi	B1	s
kruvikeeraja	B1	s
krõbe	B2	adj
krõps	B1	s,adj
krõpsud	B1	s
kubisema	C1	v
kudum	B2	s
kuduma	B1	v
kudumine	B1	s
kuhi	B2	s
kuhjama	C1	v
kuhjuma	B2	v
kuhu	A1	adv
kui	A1	konj,adv
kuid	A1	konj
kuidagi	B2	adv
kuidas	A1	adv
kuigi	B1	adv,konj
kuigivõrd	B2	adv
kuis	C1	adv
kuiv	A2	adj,s
kuivama	B1	v
kuivatama	B1	v
kuivus	B2	s
kuivõrd	B2	adv,konj
kuju	B1	s
kujund	B2	s
kujundama	B1	v
kujundlik	B2	adj
kujundus	B2	s
kujunema	B1	v
kujutama	B1	v
kujutelm	C1	s
kujutis	B2	s
kujutlema	B2	v
kujutlus	B2	s
kujutlusvõime	B2	s
kukal	B1	s
kukeseen	B1	s
kukk	A1	s
kukkel	B2	s
kukkuma	A2	v
kukutama	B2	v
kuld	B1	s
kuldmedal	B2	s
kuldne	A2	adj
kuldnokk	B2	s
kulg	B1	s
kulgema	B2	v
kull	B2	s
kullassepp	B1	s
kuller	B1	s
kullerkupp	B2	s
kulm	B1	s
kulminatsioon	B2	s
kulmineeruma	B2	v,s
kulp	B1	s
kultus	B2	s
kultuur	A1	s
kultuuripärand	B2	s
kulu	B1	s
kulukas	B2	adj
kulul	B1	postp
kuluma	B1	v
kulunud	B2	adj
kulutama	B1	v
kulutus	B2	s
kuma	C1	s
kumama	C1	v
kumb	B1	pron
kumbki	B1	pron
kumer	B2	adj
kumm	B1	s
kummaline	B1	adj
kummardama	B2	v
kummarduma	B2	v
kummardus	B2	s
kummel	B1	s
kummik	A2	s
kummitama	B2	v
kummitus	B2	s
kummut	B2	s
kummutama	C1	v
kuna	B1	konj,adv
kunagi	A2	adv
kunagine	B1	adj
kunde	C1	s
kuni	A1	konj,adv,prep
kuniks	B2	adv
kuninganna	B1	s
kuningas	A2	s
kuninglik	B2	adj
kuningriik	B2	s
kunst	A2	s
kunstikool	A2	s
kunstiline	B2	adj
kunstiteos	B2	s
kunstlik	B1	adj
kunstnahk	B2	s
kunstnik	A2	s
kupee	B2	s
kuraator	B2	s
kurat	B1	s
kurb	A2	adj
kurbus	B1	s
kurg	B1	s
kurguvalu	A2	s
kuri	A2	adj,s
kurikael	C1	s
kurikuulus	B2	adj
kurioosne	C1	adj
kurioosum	C1	s
kuristik	B2	s
kuritarvitama	B2	v
kuritegelik	B2	adj
kuritegevus	B1	s
kuritegu	B1	s
kurjategija	B1	s
kurjus	B2	s
kurk	A1	s
kurnama	C1	v
kurnatud	C1	adj
kurnatus	C1	s
kurnav	B2	adj
kurss	A2	s
kursus	A2	s
kurt	B1	adj,s
kurtma	B1	v
kurv	B1	s
kurvalt	B1	adv
kurvameelne	B2	adj
kurvastama	B2	v
kurvastus	B2	s
kus	A1	adv
kusagil	B1	adv
kusagile	B1	adv
kusagilt	B1	adv
kusjuures	B2	adv
kuskil	B1	adv
kuskile	B1	adv
kuskilt	B2	adv
kust	A1	adv
kustukumm	B1	s
kustuma	B2	v
kustutama	B1	v
kustutuskumm	B1	s
kutse	B1	s
kutseeksam	B2	s
kutseharidus	B1	s
kutsekool	B1	s
kutsetunnistus	B2	s
kutsikas	B1	s
kutsuma	A2	v
kutsumus	C1	s
kutt	B2	s
kuu	A1	s
kuub	B2	s
kuuekorruseline	B1	adj
kuuekümnes	A2	num
kuuendik	B1	num,s
kuues	A1	num
kuueteistkümnes	A2	num
kuul	B1	s
kuulaja	B1	s
kuulajaskond	B2	s
kuulama	A1	v
kuulamine	A2	s
kuuldavasti	C1	adv
kuuldus	B2	s
kuulekas	B2	adj
kuuletuma	B2	v
kuulipilduja	B2	s
kuulitõuge	B2	s
kuulma	A1	v
kuulsus	B1	s
kuulujutt	B2	s
kuuluma	A2	v
kuulus	A2	adj
kuulutama	A2	v
kuulutus	A2	s
kuuluvus	B2	s
kuum	A2	adj,s
kuumalaine	B2	s
kuumarabandus	B2	s
kuumenema	B2	v
kuumus	B2	s
kuumutama	B2	v
kuup	B2	s
kuupmeeter	B2	s
kuupäev	B1	s
kuur	B2	s
kuurort	B2	s
kuus	A1	num,s
kuuseriisikas	B2	s
kuusk	A2	s
kuuskümmend	A1	num
kuussada	A1	num
kuusteist	A1	num
kuvama	B2	v
kuvand	B2	s
kvalifikatsioon	B2	s
kvalifitseerima	B2	v
kvalifitseeruma	B2	v
kvalitatiivne	B2	adj
kvaliteet	B1	s
kvaliteetne	B1	adj
kvantitatiivne	B2	adj
kvartal	B1	s
kvartett	B2	s
kviitung	B1	s
kvoot	B2	s
käbi	B1	s
käekiri	B1	s
käekott	B1	s
käekäik	B2	s
käelaba	B1	s
käendaja	C1	s
käepide	B1	s
käepärane	B2	adj
käepärast	B2	adv
käes	B1	adv,postp
käesolev	B1	adj
käest	B1	adv,postp
käeulatuses	C1	adv
käeulatusse	C1	adv
käevõru	B2	s
kägistama	B2	v
kägu	B2	s
kähku	B2	adv
kährik	B2	s
käibemaks	B1	s
käigus	B2	postp
käik	B1	s
käima	A1	v
käimasolev	B2	adj
käituma	A2	v
käitumine	B1	s
käive	B2	s
käivitama	B2	v
käivituma	B2	v
kämping	B2	s
känd	B2	s
känguru	B2	s
käpik	B2	s
käpp	B1	s
kära	C1	s
käratama	C1	v
kärbe	B2	s
kärbes	B1	s
kärbseseen	B2	s
käre	C1	adj
kärme	C1	adj
kärmesti	C1	adv
kärnkonn	B2	s
kärpima	B2	v
kärsitu	C1	adj
käru	B2	s
käsi	A1	s
käsikiri	B2	s
käsikäes	B2	adv,prep
käsil	B2	adv
käsimüük	B2	s
käsipall	B2	s
käsiraamat	B2	s
käsitama	B2	v
käsitlema	B2	v
käsitlus	B2	s
käsitsi	B2	adv
käsitöö	B1	s
käsitööline	B2	s
käsk	A1	s
käskima	B1	v
käskkiri	B2	s
käsutama	B2	v
käterätik	A2	s
kätkema	C1	v
kätte	B1	adv,postp
kättemaks	B2	s
kättesaadav	B1	adj
kättesaadavus	B2	s,adj
kättesaamatu	B2	adj
käänama	B2	v
kääne	B2	s
käärid	A2	s
käärima	B2	v
kõhe	C1	adj
kõhklema	B2	v
kõhklus	B2	s
kõhn	A2	adj
kõht	A1	s
kõhukinnisus	B2	s
kõhulahtisus	B2	s
kõhuli	B1	adv
kõhulihas	B2	s
kõhuvalu	A2	s
kõige	A1	adv,prep
kõigepealt	A2	adv
kõigest	B2	adv
kõigiti	C1	adv
kõigutama	B2	v
kõik	A1	pron
kõikjal	B1	adv
kõikjale	B2	adv
kõikjalt	B2	adv
kõikuma	B2	v
kõikvõimalik	B1	adj
kõikvõimas	B2	adj
kõla	B2	s
kõlama	B1	v
kõlapind	C1	s
kõlar	B1	s
kõlbama	B1	v
kõlbeline	C1	adj
kõlblik	B2	adj
kõlbmatu	B2	adj
kõle	C1	adj
kõmu	C1	s
kõndima	A2	v
kõne	A2	s
kõnekas	B2	adj
kõnelema	A2	v
kõnepruuk	B2	s
kõnepult	B2	s
kõnetama	B2	v
kõnnitee	B1	s
kõrb	B1	s
kõrbema	B2	v
kõrge	A2	adj,s
kõrgel	B1	adv
kõrgele	B1	adv
kõrgelt	B1	adv
kõrgemal	B2	adv
kõrgemale	B2	adv
kõrgendama	B2	v
kõrgenema	B2	v
kõrgetasemeline	B2	adj
kõrgharidus	B1	s
kõrghoone	B1	s
kõrgkool	B1	s
kõrgrõhkkond	B2	s
kõrgtehnoloogiline	B2	adj
kõrguma	B2	v
kõrgune	B1	adj
kõrgus	A2	s,adj
kõrgushüpe	B2	s
kõri	B2	s
kõrkjas	B2	s
kõrs	B2	s
kõrts	B2	s
kõrv	A1	s
kõrvaklapid	B1	s
kõrval	A1	adv,postp,prep
kõrvaldama	B2	v
kõrvale	A1	adv,postp
kõrvaline	B2	adj,s
kõrvalmõju	B2	s
kõrvalseisja	B2	s
kõrvalt	B1	adv,postp
kõrvaltoime	B2	s
kõrvaltvaataja	B2	s
kõrvarõngas	B2	s
kõrvatropp	B2	s
kõrvavalu	A2	s
kõrvetama	B2	v
kõrvits	B1	s
kõrvutama	B2	v
kõrvuti	B1	adv
kõu	B2	s
kõva	B1	adj
kõvaketas	B2	s
kõvasti	B1	adv
kõver	B1	adj,s
kõõluma	C1	v
köha	B1	s
köhima	B2	v
köide	B2	s
köis	B2	s
köitev	C1	adj
köitma	B2	v
köögivili	A2	s
köök	A1	s
köömen	B2	s
kübar	B1	s
kühvel	B1	s
kükitama	B2	v
küla	A2	s
külaline	A2	s
külalistemaja	B2	s
külas	B1	adv
külaskäik	B1	s
külastama	A2	v
külastatavus	B2	s
külastus	B2	s
külg	B1	s
külge	B1	adv,postp
külili	B2	adv
küljes	B1	adv,postp
küljest	B1	adv,postp
küll	A1	adv
külla	B1	adv
küllaga	C1	adv
küllaldane	C1	adj
küllalt	B1	adv
küllaltki	B1	adv
küllap	B2	adv
küllastama	C1	v
küllastuma	C1	v
küllus	C1	s
külm	A1	adj,s
külmalaine	B2	s
külmavärin	C1	s
külmetama	B1	v
külmetus	B2	s
külmetushaigus	B2	s
külmik	A2	s
külmkapp	A2	s
külmuma	B2	v
külmutama	B2	v
külmutatud	B1	adj
külvama	B2	v
kümme	A1	num,s
kümmekond	B1	num,s
kümnend	B2	s
kümnendik	B1	num,s
kümnes	A1	num
kündma	C1	v
küngas	B2	s
künnis	C1	s
küps	B2	adj
küpsema	B1	v
küpsetama	B1	v
küpsetis	B2	s
küpsetuspulber	B2	s
küpsis	A2	s
küpsus	B2	s
küsima	A1	v
küsimus	A1	s
küsimustik	B2	s
küsimärk	B1	s
küsitav	B2	adj,s
küsitavus	B2	s
küsitlema	B2	v
küsitlus	B1	s
küte	A2	s
kütkestav	B2	adj
kütma	A2	v
kütt	B2	s
küttepuu	B2	s
küttima	C1	v
kütus	A2	s
küüditama	B2	v
küülik	B1	s
küün	B2	s
küünal	B1	s
küünarnukk	B1	s
küündima	C1	v
küüniline	C1	adj
küünlajalg	B1	s
küüs	B1	s
küüsi	C1	postp
küüsis	C1	postp
küüsist	C1	postp
küüslauk	A2	s
laabuma	C1	v
laad	B1	s
laadija	B1	s
laager	B1	s
laastama	C1	v
laat	B2	s
labane	B2	adj
labidas	B1	s
labor	B2	s
laboratoorium	B2	s
labürint	B2	s
ladu	B1	s
laduma	B2	v
ladus	B2	adj
ladustama	B2	v
laekuma	B2	v
laelamp	A2	s
laen	A2	s
laenama	B1	v
laeng	B2	s
laenutama	B1	v
laenutus	B1	s
laev	A1	s
lage	B2	adj,s
lagedale	C1	adv
lagendik	C1	s
lagi	A1	s
lagunema	B1	v
lahe	B1	adj
lahend	B2	s
lahendama	B1	v
lahendus	A2	s
lahenema	B2	v
lahing	B1	s
lahja	B1	adj
lahjendama	B2	v
lahkama	B2	v
lahkarvamus	C1	s
lahke	B1	adj
lahkelt	B2	adv
lahkesti	B2	adv
lahkheli	C1	s
lahku	B1	adv
lahkuma	B1	v
lahkuminek	B2	s
lahmima	C1	v
laht	B2	s
lahter	B2	s
lahti	A1	adv
lahtine	B1	adj
lahus	B2	s
lahustama	B2	v
lahustuma	B2	v
lahutama	A2	v
lahutamatu	B2	adj
lahutatud	A2	adj
lahutus	B2	s
lahvatama	C1	v
lai	A1	adj
laialdane	B2	adj
laialdaselt	B2	adv
laiali	B1	adv
laialt	B1	adv
laiaulatuslik	C1	adj
laiendama	B1	v
laiendus	B2	s
laienema	B2	v
laiguline	B2	adj,s
laik	B2	s
laim	B2	s
laimama	B2	v
laine	B1	s
laip	B1	s
laisk	B1	adj
laisklema	B2	v
laiskus	B2	s
laiskvorst	B2	s
laitma	C1	v
laitmatu	B2	adj
laiuma	C1	v
laiune	B1	adj
laius	B1	s
laiutama	C1	v
lajatama	C1	v
lakk	B2	s
lakkama	B2	v
lakkamatu	C1	adj
lakkima	C1	v
lakkuma	C1	v
laks	B2	s
lamama	B1	v
lame	B2	adj
lammas	A2	s
lammutama	B2	v
lamp	A1	s
langema	A2	v
langenu	B2	s
langetama	B1	v
langevari	B2	s
langus	B2	s
laotama	C1	v
lapp	B2	s
lappama	C1	v
lappima	C1	v
laps	A1	s
lapsehoidja	B1	s
lapsehoolduspuhkus	B2	s
lapselaps	A1	s
lapselik	B2	adj
lapsemeelne	B2	adj,s
lapsendama	B2	v
lapsepõlv	B1	s
lapsevanem	A2	s
las	B1	vrm
laser	B2	s
lask	B2	s
laskemoon	B2	s
lasketiir	B2	s
laskma	B1	v
laskuma	B2	v
lasteaed	A2	s
lastehaigla	A2	s
lastetu	B2	adj
lasuma	C1	v
latern	B2	s
latikas	B1	s
latt	B2	s
latv	C1	s
laualamp	A2	s
lauamäng	A2	s
laud	A1	s
laudlina	B2	s
laug	B2	s
lauge	B2	adj
laul	A1	s
laulatus	B2	s
laulja	A2	s,adj
laulma	A1	v
laulmine	B1	s
laulupidu	B1	s
laup	B1	s
laupäev	A1	s
laureaat	B2	s
lausa	B1	adv
lause	A2	s
lausuma	B2	v
laut	B1	s
lauvärv	B2	s
lavastaja	B2	s
lavastama	B1	v
lavastus	B1	s
laviin	B2	s
lebama	C1	v
leebe	B2	adj
leedi	B2	s
leedu	A2	adjg
leedulane	B1	s
leek	B2	s
leer	B2	s
leetrid	B2	s
leevendama	B2	v
leevendus	B2	s
leevike	B2	s
legaalne	B2	adj
legaliseerima	B2	v
legend	A2	s
legendaarne	B2	adj
lehekülg	A2	s
lehitsema	B2	v
lehm	A2	s
leht	A1	s
lehtpuu	B2	s
lehtsalat	B2	s
lehvima	C1	v
lehvitama	B2	v
leib	A1	s
leibkond	B2	s
leid	B2	s
leidlik	B2	adj
leidlikkus	B2	s
leidma	A1	v
leiduma	B1	v
leige	B2	adj
leil	B2	s
lein	B1	s
leinama	B2	v
leiutaja	B2	s
leiutama	B1	v
leiutis	B2	s
leke	B2	s
lekkima	B2	v
leksikon	B2	s
lektor	B1	s
lemmik	A1	s,adj
lemmikloom	A2	s
lend	B1	s
lennujaam	A2	s
lennuk	A1	s
lennukas	B2	adj
lennundus	B2	s
lennupilet	A2	s
lennutama	B2	v
lennuvägi	B2	s
lennuväli	A2	s
leopard	B2	s
leotama	B2	v
lepatriinu	B1	s
lepe	B2	s
leping	A2	s
lepinguline	B2	adj
lepitama	B2	v
lepitus	C1	s
leplik	B2	adj
lepp	B2	s
leppima	A2	v
lesbi	B2	s
lesima	C1	v
lesk	B1	s,adj
lest	B1	s
lett	B1	s
levi	B1	s
leviala	B2	s
levik	B2	s
levima	B1	v
levitama	B1	v,s
libe	B1	adj,s
libedus	B2	s
liberaal	B2	s
liberaalne	B2	adj
libisema	B1	v
libistama	B2	v
liblikas	B1	s
lift	A2	s
ligemal	B2	adv
